subject,grade,chapter,chapter_title,section,section_title
Chemistry,Grade 10 ,6,Hydrocarbons and their Natural Sources,6.3,"Unsaturated Hydrocarbons: Alkenes, Alkynes, and Aromatic Hydrocarbons"
Chemistry,Grade 11 ,1,ATOMIC STRUCTURE AND PERIODIC PROPERTIES OF THE ELEMENTS,1.2,Dalton's Atomic Theory and the Modern Atomic Theory
Chemistry,Grade 11 ,1,ATOMIC STRUCTURE AND PERIODIC PROPERTIES OF THE ELEMENTS,1.3,Early Experiments to Characterize the Atom
Chemistry,Grade 11 ,1,ATOMIC STRUCTURE AND PERIODIC PROPERTIES OF THE ELEMENTS,1.4,Make- up of the Nucleus
Chemistry,Grade 11 ,1,ATOMIC STRUCTURE AND PERIODIC PROPERTIES OF THE ELEMENTS,1.5,Electromagnetic Radiation and Atomic Spectra
Chemistry,Grade 11 ,1,ATOMIC STRUCTURE AND PERIODIC PROPERTIES OF THE ELEMENTS,1.6,The Quantum Mechanical Model of the Atom
Chemistry,Grade 11 ,1,ATOMIC STRUCTURE AND PERIODIC PROPERTIES OF THE ELEMENTS,1.7.1,Ground State Electronic Configuration of the Elements
Chemistry,Grade 11 ,1,ATOMIC STRUCTURE AND PERIODIC PROPERTIES OF THE ELEMENTS,1.8,Electronic Configurations and the Periodic Table of the Elements
Chemistry,Grade 11 ,1,ATOMIC STRUCTURE AND PERIODIC PROPERTIES OF THE ELEMENTS,1.8.4,Advantages of Periodic Classification of the Elements...
Chemistry,Grade 11 ,2,CHEMICAL BONDING,2.1.1,The Octet Rule
Chemistry,Grade 11 ,2,CHEMICAL BONDING,2.1.2,Types of Chemical Bonding
Chemistry,Grade 11 ,2,CHEMICAL BONDING,2.2.1,Lewis Electron-Dot Symbols
Chemistry,Grade 11 ,2,CHEMICAL BONDING,2.2.2,Formation of Ionic Bonds
Chemistry,Grade 11 ,2,CHEMICAL BONDING,2.2.3,Exceptions to the Octet Rule in Ionic Compounds
Chemistry,Grade 11 ,2,CHEMICAL BONDING,2.2.4,Properties of Ionic Compounds..
Chemistry,Grade 11 ,2,CHEMICAL BONDING,2.3.1,Molecular Geometry
Chemistry,Grade 11 ,2,CHEMICAL BONDING,2.3.2,Intermolecular Forces in Covalent Compounds.
Chemistry,Grade 11 ,2,CHEMICAL BONDING,2.4.1,Formation of Metallic Bonding.
Chemistry,Grade 11 ,2,CHEMICAL BONDING,2.4.2,Electron-Sea Model
Chemistry,Grade 11 ,2,CHEMICAL BONDING,2.4.3,Properties of Metals and Bonding
Chemistry,Grade 11 ,3,PHYSICAL STATES OF MATTER,3.2.1,The Kinetic Theory of Matter
Chemistry,Grade 11 ,3,PHYSICAL STATES OF MATTER,3.2.2,Properties of Matter...
Chemistry,Grade 11 ,3,PHYSICAL STATES OF MATTER,3.3.1,The Kinetic Molecular Theory of Gases
Chemistry,Grade 11 ,3,PHYSICAL STATES OF MATTER,3.3.2,The Gas Laws
Chemistry,Grade 11 ,3,PHYSICAL STATES OF MATTER,3.4.1,Energy Changes in Liquids
Chemistry,Grade 11 ,5,CHEMICAL EQUILIBRIUM,5.1,Introduction
Chemistry,Grade 11 ,5,CHEMICAL EQUILIBRIUM,5.2,Chemical Equilibrium
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.2,Alcohols and Ethers
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.2.9,Reactions of Ethers....
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.3,Aldehydes and Ketones
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.4,Carboxylic Acids
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.4.2,Physical Properties of Carboxylic Acids....
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.4.4,Preparation of Carboxylic Acids......
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.4.5,Fatty Acids.
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.4.6,Uses of Carboxylic Acids
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.5,Esters
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.5.4,Chemical Properties
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.5.5,Preparation of Esters
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.5.6,Uses of Esters
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.6,Fats and Oils
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.6.3,Physical Properties of Fats and Oils
Chemistry,Grade 12,1,Acid-Base Equilibria,1.1.1,Arrhenius Concept of Acids and Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.1.2,Brønsted-Lowry Concept of Acids and Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.1.3,Lewis Concept of Acids and Bases..
Chemistry,Grade 12,1,Acid-Base Equilibria,1.2.1,Ionization of Water
Chemistry,Grade 12,1,Acid-Base Equilibria,1.2.2,Measures of the Strength of acids and Bases in Aqueous Solution
Chemistry,Grade 12,1,Acid-Base Equilibria,1.3.1,The Common Ion Effect
Chemistry,Grade 12,1,Acid-Base Equilibria,1.3.2,Buffer Solutions..
Chemistry,Grade 12,1,Acid-Base Equilibria,1.4.1,Hydrolysis of Salts of Strong Acids and Strong Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.4.2,Hydrolysis of Salts of Weak Acids and Strong Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.4.3,Hydrolysis of Salts of Strong Acids and Weak Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.4.4,Hydrolysis of Salts of Weak Acids and Week Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.5.1,Acid-Base Indicators
Chemistry,Grade 12,1,Acid-Base Equilibria,1.5.2,Equivalents of Acids and Bases.
Chemistry,Grade 12,1,Acid-Base Equilibria,1.5.3,Acid-Base Titrations...
Chemistry,Grade 12,2,Electrochemistry,2.1.1,Oxidation
Chemistry,Grade 12,2,Electrochemistry,2.1.2,Reduction
Chemistry,Grade 12,2,Electrochemistry,2.1.3,Balancing Oxidation-Reduction (Redox) Reactions...
Chemistry,Grade 12,2,Electrochemistry,2.2.1,Electrolytic Cells
Chemistry,Grade 12,2,Electrochemistry,2.2.2,Preferential Discharge
Chemistry,Grade 12,2,Electrochemistry,2.2.3,Electrolysis of Some Selected Aqueous Solutions......
Chemistry,Grade 12,2,Electrochemistry,2.3.1,Faraday's First Law of Electrolysis
Chemistry,Grade 12,2,Electrochemistry,2.3.2,Faraday's Second Law of Electrolysis..
Chemistry,Grade 12,3,Industrial Chemistry,3.2.1,Natural Resources (Raw Materials).
Chemistry,Grade 12,3,Industrial Chemistry,3.2.2,Industry
Chemistry,Grade 12,3,Industrial Chemistry,3.3.1,Ammonia ($NH_3$)
Chemistry,Grade 12,3,Industrial Chemistry,3.3.2,Nitric Acid
Chemistry,Grade 12,3,Industrial Chemistry,3.3.3,Nitrogen-Based Fertilizers
Chemistry,Grade 12,3,Industrial Chemistry,3.3.4,Sulphuric Acid
Chemistry,Grade 12,3,Industrial Chemistry,3.3.5,Some Common Pesticides and Herbicides
Chemistry,Grade 12,3,Industrial Chemistry,3.3.6,Sodium Carbonate
Chemistry,Grade 12,3,Industrial Chemistry,3.3.7,Sodium Hydroxide (NaOH).
Chemistry,Grade 12,3,Industrial Chemistry,3.4.1,Glass Manufacturing
Chemistry,Grade 12,3,Industrial Chemistry,3.4.2,Manufacturing of Ceramics
Chemistry,Grade 12,3,Industrial Chemistry,3.4.3,Cement..
Chemistry,Grade 12,3,Industrial Chemistry,3.4.4,Sugar Manufacturing.
Chemistry,Grade 12,3,Industrial Chemistry,3.4.5,Paper and Pulp.
Chemistry,Grade 12,3,Industrial Chemistry,3.4.6,Tannery
Chemistry,Grade 12,3,Industrial Chemistry,3.4.7,Food Processing and Preservation
Chemistry,Grade 12,3,Industrial Chemistry,3.4.8,Manufacturing of Ethanol
Chemistry,Grade 12,3,Industrial Chemistry,3.4.9,Soap and Detergent
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.1.1,Components of the Environment
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.1.2,Natural Cycles in the Environment.
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.1.3,Concepts Related to Environmental Chemistry.........
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.2.1,Air Pollution
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.2.2,Water Pollution
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.2.3,Land Pollution
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.3.1,Global Warming and Climate Change
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.3.2,Chemistry of Greenhouse Gasses and Their Effects on Climate Change
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.4.1,Principle of Green Chemistry..
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.4.2,Cleaner Production in Chemistry
Chemistry,Grade 9 ,1,CHEMISTRY AND ITS IMPORTANCE,Summary,Summary
Civics/Citizenship,Grade 10 ,1,Democracy and Democratization,1.1,The concept of democracy and democratization
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.1 ,"Indifference Curve, Set and Map "
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.2 ,Properties of Indifference Curves 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.3 ,The Marginal Rate of Substitution (MRS) 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.4 ,Marginal Utility and MRS 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.5 ,Special Types of Indifference Curves 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.1 ,Slope of the Budget Line 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.2 ,Factors Affecting the Budget Line 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.3 ,Effects of Changes in Income 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.4 ,Effects of Changes in Price of the Commodities 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.4.1 ,Effects of Changes in Income and Prices on Consumer's Equilibrium 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.4.2 ,Price Consumption Curve and Deriving the Demand Curve 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1Review Questions ,Review Questions 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1Unit Summary ,Unit Summary 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,Introduction ,Introduction 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,1INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.1 ,"Demand, Revenue and Cost Curves "
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.2 ,The Short-Run Equilibrium of Firm 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.3 ,Short Run Supply Curve of a Firm 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.4 ,Long run-equilibrium of Firm 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.3.1 ,"Demand, Revenue and Cost under Monopoly "
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.3.2 ,Short-run equilibrium under Monopoly 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.3.3 ,Price Discrimination under Monopoly 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.1 ,Product Differentiations and the Demand Curve 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.2 ,Costs under Monopolistic Competition 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.3 ,Short- run Equilibrium under Monopolistic Competition 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.4 ,The Concept of Industry and Product Group 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.5.1 ,Collusive Oligopoly 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.5.2 ,Non-collusive Oligopoly 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2Review Questions ,Review Questions 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2Unit Summary ,Unit Summary 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,2INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.2.1 ,The Concept of Gross Domestic Product (GDP) 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.2.2 ,The concept of Gross National Product (GNP) 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.1 ,The Expenditure Approach 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.2 ,The Income Approach 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.3 ,Product or Value-added Approach 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.4 ,Circular Flow of Income and the GDP 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.5,The GDP Deflator and the Consumer Price Index
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.5.1 ,Nominal and Real GDP values 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.5.2 ,The GDP Deflator and other Measures of General Price 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.6,Other Measures of National Income Account
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.7,GDP and Income Distribution
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3Review Questions ,Review Questions 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3Unit Summary ,Unit Summary 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",3INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.1.1 ,Average Propensity to Consume (APC) 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.1.2 ,Marginal Propensity to Consume (MPC) 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.1.3 ,Determinants of Consumption Expenditure 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.2.1 ,Average Propensity to Save (APS) 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.2.2 ,Marginal Propensity to Save 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.2.3 ,Determinants of Saving 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.4.1 ,Investment Types 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.4.2 ,Determinants of Investment 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.4.3 ,Role of Investment in Economic Growth 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4Review Questions ,Review Questions 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4Unit Summary ,Unit Summary 
Economics,Grade 11 ,5,TRADE AND FINANCE,4INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.3.1 ,The Mercantilists' View on Trade 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.3.2 ,The Classical Trade Theories 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.4.1 ,The Current Account (CA) 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.4.2 ,The Capital Account (KA) 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.6.1 ,Nominal and Real Exchange Rate. 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.6.2 ,Fixed Exchange Rate Systems 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.6.3 ,Floating Exchange Rate Systems 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.7.1 ,Advantages and Disadvantages of Economic Integration 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.7.2 ,Globalization Practices in Ethiopian Context 
Economics,Grade 11 ,5,TRADE AND FINANCE,5Review Questions ,Review Questions 
Economics,Grade 11 ,5,TRADE AND FINANCE,5Unit Summary ,Unit Summary 
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,5INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6.3.1 ,Ethiopia's HDI Value and Rank 
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6.3.2 ,Evaluation of HDI and its Relevance to Developing Countries 
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6Review Questions ,Review Questions 
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6Unit Summary ,Unit Summary 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",6INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.1.1 ,Uni-modal Agricultural Strategy 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.1.2 ,Bi-Modal Agricultural Strategy 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.1.3 ,Overview of Agricultural Policies and Strategies of Ethiopia 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.1 ,The Imperial Regime (pre-1974) 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.2 ,The Derg Regime (1974-91) 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.3 ,The Post-1991 Regime 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.4 ,Problems of the Industrial Sector Post 1991 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.5 ,Possible Remedies for the problems of Industrial Sector 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.5.1 ,Education Sector Policies and Strategies 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.5.2 ,The Health Sector Policies and Strategies 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.5.3 ,The Transport Sector 
